,_id,metadata.location,metadata.language,answers.nationality,answers.age,answers.sex,answers.hearing_impairments,answers.personality.trusting,answers.personality.artistic,answers.personality.imagination,answers.personality.reserved,answers.personality.outgoing,answers.personality.lazy,answers.personality.stress,answers.personality.nervous,answers.personality.fault,answers.personality.thorough,answers.musical_expertise,answers.concentration,critical_reaction,control_power,control_like_dislike,control_tension,control_engagement,control_activity,control_positivity,control_familiarity,song_power,song_like_dislike,song_tension,song_engagement,song_activity,song_positivity,song_familiarity,answers.dob,answers.musical_background,answers.visual_impairments,control_inspired,control_wonder,control_spirituality,control_thrills,control_chills,control_tenderness,control_nostalgia,control_goosebumps,control_overwhelmed,control_shivers,song_inspired,song_wonder,song_spirituality,song_thrills,song_chills,song_tenderness,song_nostalgia,song_goosebumps,song_overwhelmed,song_shivers,control_chillsshiversthrills,song_chillsshiversthrills,control_transcendence,control_sadness,control_joyfulactivation,control_peacefulness,song_transcendence,song_sadness,song_joyfulactivation,song_peacefulness,song,answers.musicpref.pop,answers.musicpref.classical,answers.musicpref.traditional_irish,answers.musicpref.rock,answers.musicpref.jazz,answers.musicpref.folk,answers.musicpref.world,answers.musicpref.none,answers.musicpref.hiphop,answers.musicpref.dance,answers.musicpref.hip_hop
570eb77283a73509d0e03724,570eb77283a73509d0e03724,taipei_city,en,taiwanese,44.0,female,False,3.0,2.0,4.0,5.0,2.0,4.0,4.0,5.0,2.0,3.0,4,3.0,False,3,4,2,2,2,5,-1,4.0,2.0,3.0,4.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,0,1,0,0,0,0,0,0
570eb75e83a73509d0e0309a,570eb75e83a73509d0e0309a,taipei_city,en,taiwanese,34.0,male,False,4.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2,4.0,False,4,3,3,2,3,4,-1,4.0,5.0,4.0,5.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb73283a73509d0e021ed,570eb73283a73509d0e021ed,taipei_city,en,taiwanese,10.0,male,False,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,4,3.0,False,4,3,5,4,4,5,-1,4.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb7a183a73509d0e045b3,570eb7a183a73509d0e045b3,taipei_city,en,taiwanese,12.0,female,False,4.0,2.0,3.0,3.0,5.0,2.0,3.0,4.0,2.0,3.0,3,4.0,False,3,2,3,3,3,2,-1,2.0,4.0,3.0,4.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,0,0,0,1,0,0,0,0
570eb72f83a73509d0e0210d,570eb72f83a73509d0e0210d,taipei_city,en,taiwanese,40.0,female,False,5.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3,3.0,False,3,4,4,4,3,4,-1,2.0,2.0,2.0,3.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,0,0
570eb7b583a73509d0e04bcf,570eb7b583a73509d0e04bcf,taipei_city,en,taiwanese,38.0,male,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2.0,False,3,3,3,1,2,2,-1,3.0,3.0,2.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb73083a73509d0e02126,570eb73083a73509d0e02126,taipei_city,en,taiwanese,15.0,female,False,5.0,1.0,4.0,1.0,3.0,5.0,5.0,1.0,2.0,3.0,3,4.0,False,1,5,5,5,3,4,-1,2.0,1.0,5.0,4.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,1,0,0,0,0,0,0,0,0,0
570eb77583a73509d0e03840,570eb77583a73509d0e03840,taipei_city,en,taiwanese,15.0,female,False,5.0,2.0,5.0,5.0,2.0,3.0,4.0,5.0,2.0,3.0,3,5.0,False,3,3,3,2,3,3,-1,5.0,1.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb77083a73509d0e036af,570eb77083a73509d0e036af,taipei_city,en,taiwanese,14.0,female,False,2.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,3,4.0,False,1,4,3,3,4,4,-1,4.0,5.0,2.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,1,0,0,0,0,0,1,0
570eb72283a73509d0e01cd5,570eb72283a73509d0e01cd5,taipei_city,en,taiwanese,15.0,female,False,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3,3.0,False,4,3,3,3,3,3,-1,4.0,3.0,4.0,4.0,5.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb74b83a73509d0e02a20,570eb74b83a73509d0e02a20,taipei_city,en,taiwanese,39.0,male,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3,3.0,False,3,3,2,3,3,3,-1,2.0,2.0,2.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,1,0,0,0,0,0,0
570eb79f83a73509d0e0455c,570eb79f83a73509d0e0455c,taipei_city,en,taiwanese,22.0,female,False,4.0,1.0,5.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,1,4.0,False,2,1,2,4,2,3,-1,2.0,2.0,3.0,4.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,1,1,0,0,0,0,0
570eb74283a73509d0e02734,570eb74283a73509d0e02734,taipei_city,en,taiwanese,9.0,female,False,3.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,1.0,3.0,1,1.0,False,3,1,5,2,1,3,-1,4.0,1.0,5.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb73a83a73509d0e02488,570eb73a83a73509d0e02488,taipei_city,en,taiwanese,12.0,female,False,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3,3.0,False,3,4,4,4,3,4,-1,4.0,2.0,3.0,4.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb77a83a73509d0e039ff,570eb77a83a73509d0e039ff,taichung_city,zh_TW,taiwanese,43.0,male,False,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,2,4.0,False,2,1,2,2,2,2,-1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,1,0,1,0,0,0,0,0,0,0
570eb77683a73509d0e0389b,570eb77683a73509d0e0389b,taichung_city,en,taiwanese,24.0,male,False,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3,3.0,False,4,3,3,2,1,2,-1,3.0,1.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,0,0,1,1,0,0,0,0
570eb7ad83a73509d0e04953,570eb7ad83a73509d0e04953,taichung_city,zh_TW,taiwanese,20.0,male,False,4.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,1,3.0,False,3,1,3,3,3,3,-1,3.0,2.0,2.0,4.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb73083a73509d0e0211e,570eb73083a73509d0e0211e,taichung_city,zh_TW,taiwanese,27.0,male,False,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,3,5.0,False,3,1,3,2,2,1,-1,5.0,4.0,4.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,1,0,0,0,0,0
570eb73a83a73509d0e0246d,570eb73a83a73509d0e0246d,taichung_city,zh_TW,taiwanese,30.0,female,False,4.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,1,4.0,False,3,3,3,3,3,3,-1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,1,1,0
570eb78883a73509d0e03e3a,570eb78883a73509d0e03e3a,taichung_city,zh_TW,taiwanese,52.0,male,False,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2,4.0,False,4,3,3,4,4,4,-1,4.0,3.0,2.0,4.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,1,0,0,0,0,0,0,0,0,0
570eb79783a73509d0e0429c,570eb79783a73509d0e0429c,taichung_city,en,taiwanese,16.0,female,False,4.0,2.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,4,4.0,False,5,2,4,4,1,2,-1,5.0,3.0,5.0,5.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,0,0,0,0,0,1,1,0
570eb7b483a73509d0e04ba4,570eb7b483a73509d0e04ba4,taichung_city,en,taiwanese,20.0,male,False,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,1,3.0,False,3,4,3,4,3,3,-1,2.0,2.0,2.0,4.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,0,0,0,0,0,0,0,0
570eb76583a73509d0e032ba,570eb76583a73509d0e032ba,taichung_city,en,taiwanese,11.0,female,False,3.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3,4.0,False,3,5,5,4,2,3,-1,3.0,4.0,5.0,4.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb7b583a73509d0e04bea,570eb7b583a73509d0e04bea,taichung_city,en,taiwanese,19.0,female,False,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,2,4.0,False,4,2,4,2,4,2,-1,4.0,2.0,2.0,4.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
570eb79e83a73509d0e044e7,570eb79e83a73509d0e044e7,taichung_city,en,taiwanese,16.0,male,False,4.0,1.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4,4.0,False,4,5,5,4,2,4,-1,4.0,4.0,3.0,4.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,1,0,0,0,0,0,0,0,0,0
570eb79c83a73509d0e04447,570eb79c83a73509d0e04447,taichung_city,en,taiwanese,20.0,female,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,5.0,False,1,2,1,5,5,2,-1,1.0,5.0,2.0,5.0,5.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,1,0,0,0,0,1,0,0
5410f76608ad6ee3090e3c13,5410f76608ad6ee3090e3c13,dublin,,irish,19.0,female,False,,,,,,,,,,,,,False,,,,,,,,,3.0,2.0,1.0,2.0,3.0,5.0,1992-01-01,,,,,,,,,,,,,4.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,,,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
5410f7fc08ad6ee3090e3e52,5410f7fc08ad6ee3090e3e52,dublin,,other,17.0,female,False,,,,,,,,,,,,,False,,,,,,,,,3.0,3.0,2.0,2.0,2.0,1.0,1994-01-01,,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,,,,,,,,,,,raining_blood,1,0,0,0,1,0,1,0,0,1,0
5410f7fc08ad6ee3090e3e57,5410f7fc08ad6ee3090e3e57,dublin,,irish,31.0,female,False,,,,,,,,,,,,,False,,,,,,,,,4.0,2.0,2.0,1.0,3.0,2.0,1980-01-01,,,,,,,,,,,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,raining_blood,1,1,1,1,0,0,0,0,0,0,0
5410f7fd08ad6ee3090e3e63,5410f7fd08ad6ee3090e3e63,dublin,,other,20.0,female,False,,,,,,,,,,,,,False,,,,,,,,,4.0,1.0,5.0,4.0,3.0,1.0,1991-01-01,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410f9cf08ad6ee3090e4498,5410f9cf08ad6ee3090e4498,dublin,,irish,18.0,male,False,,,,,,,,,,,,,False,,,,,,,,,2.0,2.0,4.0,3.0,3.0,1.0,1993-01-01,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,,,,,,,,,,,raining_blood,1,0,0,1,1,0,1,0,0,0,1
5410f9cf08ad6ee3090e449c,5410f9cf08ad6ee3090e449c,dublin,,irish,28.0,female,False,,,,,,,,,,,,,False,,,,,,,,,3.0,3.0,2.0,2.0,2.0,4.0,1983-01-01,,,,,,,,,,,,,3.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,1.0,3.0,,,,,,,,,,,raining_blood,1,0,0,1,0,0,1,0,0,1,1
5410fb2d08ad6ee3090e49c0,5410fb2d08ad6ee3090e49c0,dublin,,irish,20.0,female,False,,,,,,,,,,,,,False,,,,,,,,,5.0,1.0,5.0,4.0,5.0,1.0,1991-01-01,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,1
5410fb2e08ad6ee3090e49cb,5410fb2e08ad6ee3090e49cb,dublin,,other,31.0,female,False,,,,,,,,,,,,,False,,,,,,,,,5.0,2.0,4.0,3.0,4.0,3.0,1980-01-01,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,raining_blood,1,1,0,1,1,0,0,0,0,0,0
5410fb2e08ad6ee3090e49d0,5410fb2e08ad6ee3090e49d0,dublin,,irish,22.0,male,False,,,,,,,,,,,,,False,,,,,,,,,2.0,3.0,2.0,3.0,2.0,4.0,1989-01-01,,,,,,,,,,,,,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,raining_blood,1,1,0,1,0,0,0,0,0,0,0
5410fb2f08ad6ee3090e49da,5410fb2f08ad6ee3090e49da,dublin,,other,42.0,female,False,,,,,,,,,,,,,False,,,,,,,,,5.0,2.0,3.0,2.0,5.0,1.0,1969-01-01,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,raining_blood,1,1,0,1,0,0,0,0,0,1,0
5410fba008ad6ee3090e4b6f,5410fba008ad6ee3090e4b6f,dublin,,irish,26.0,male,False,,,,,,,,,,,,,False,,,,,,,,,4.0,3.0,4.0,3.0,3.0,4.0,1985-01-01,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,raining_blood,1,0,0,1,0,0,1,0,0,0,1
5410fba208ad6ee3090e4b92,5410fba208ad6ee3090e4b92,dublin,,irish,29.0,male,True,,,,,,,,,,,,,False,,,,,,,,,3.0,2.0,1.0,2.0,2.0,5.0,1982-01-01,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,raining_blood,1,0,1,1,0,0,1,0,0,0,0
5410fba308ad6ee3090e4baa,5410fba308ad6ee3090e4baa,dublin,,irish,43.0,female,False,,,,,,,,,,,,,False,,,,,,,,,2.0,3.0,1.0,1.0,1.0,4.0,1968-01-01,,,,,,,,,,,,,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410fe8808ad6ee3090e56b5,5410fe8808ad6ee3090e56b5,dublin,,irish,56.0,female,False,,,,,,,,,,,,,False,,,,,,,,,4.0,2.0,2.0,2.0,3.0,1.0,1955-01-01,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,raining_blood,1,1,1,1,0,0,0,0,0,0,0
5410ff1808ad6ee3090e58f7,5410ff1808ad6ee3090e58f7,dublin,,other,24.0,male,False,,,,,,,,,,,,,False,,,,,,,,,3.0,3.0,3.0,3.0,3.0,2.0,1987-01-01,,,,,,,,,,,,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,raining_blood,1,0,0,1,0,0,0,0,0,0,0
5411018a08ad6ee3090e625e,5411018a08ad6ee3090e625e,dublin,,irish,16.0,male,False,,,,,,,,,,,,,False,,,,,,,,,4.0,4.0,4.0,4.0,4.0,2.0,1995-01-01,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,raining_blood,1,1,0,1,1,0,0,0,0,0,0
5411018a08ad6ee3090e6261,5411018a08ad6ee3090e6261,dublin,,irish,33.0,male,False,,,,,,,,,,,,,False,,,,,,,,,2.0,2.0,2.0,2.0,4.0,4.0,1978-01-01,,,,,,,,,,,,,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,,,,,,,,,,,raining_blood,1,0,1,1,0,0,0,0,0,0,0
541101e408ad6ee3090e63b6,541101e408ad6ee3090e63b6,dublin,,irish,19.0,female,False,,,,,,,,,,,,,False,,,,,,,,,3.0,3.0,4.0,3.0,3.0,3.0,1992-01-01,,,,,,,,,,,,,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,raining_blood,1,1,0,1,0,0,0,0,0,0,1
541101e408ad6ee3090e63bc,541101e408ad6ee3090e63bc,dublin,,irish,25.0,female,False,,,,,,,,,,,,,False,,,,,,,,,3.0,3.0,2.0,2.0,2.0,1.0,1986-01-01,,,,,,,,,,,,,4.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,raining_blood,0,1,0,1,1,0,1,0,0,0,1
541101e508ad6ee3090e63c2,541101e508ad6ee3090e63c2,dublin,,irish,28.0,male,False,,,,,,,,,,,,,False,,,,,,,,,3.0,2.0,2.0,2.0,3.0,2.0,1983-01-01,,,,,,,,,,,,,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,raining_blood,1,0,0,1,0,0,0,0,0,1,1
541102af08ad6ee3090e6652,541102af08ad6ee3090e6652,dublin,,other,31.0,female,True,,,,,,,,,,,,,False,,,,,,,,,3.0,2.0,4.0,2.0,3.0,2.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5411036008ad6ee3090e68d5,5411036008ad6ee3090e68d5,dublin,,other,21.0,male,False,,,,,,,,,,,,,False,,,,,,,,,5.0,1.0,3.0,2.0,4.0,4.0,1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,1,0,0,1,1,0,0,0,0,1,1
5411041008ad6ee3090e6b59,5411041008ad6ee3090e6b59,dublin,,other,21.0,female,False,,,,,,,,,,,,,False,,,,,,,,,5.0,2.0,3.0,2.0,5.0,1.0,1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5411051508ad6ee3090e6ef2,5411051508ad6ee3090e6ef2,dublin,,other,31.0,male,False,,,,,,,,,,,,,False,,,,,,,,,2.0,5.0,2.0,3.0,2.0,4.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
5411051708ad6ee3090e6f15,5411051708ad6ee3090e6f15,dublin,,irish,31.0,male,False,,,,,,,,,,,,,False,,,,,,,,,5.0,2.0,4.0,3.0,4.0,3.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,0,0,0,0,1,0,0,0,0,0,0
5411051808ad6ee3090e6f20,5411051808ad6ee3090e6f20,dublin,,irish,11.0,female,False,,,,,,,,,,,,,False,,,,,,,,,5.0,5.0,3.0,4.0,3.0,1.0,2000-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
5411059808ad6ee3090e70df,5411059808ad6ee3090e70df,dublin,,irish,21.0,female,False,,,,,,,,,,,,,False,,,,,,,,,3.0,4.0,2.0,2.0,1.0,2.0,1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,1,0,1,1,0,0,0,0,0,0,1
5411059a08ad6ee3090e70f8,5411059a08ad6ee3090e70f8,dublin,,other,21.0,female,False,,,,,,,,,,,,,False,,,,,,,,,4.0,2.0,3.0,3.0,4.0,2.0,1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
5411062008ad6ee3090e7314,5411062008ad6ee3090e7314,dublin,,irish,51.0,male,False,,,,,,,,,,,,,False,,,,,,,,,2.0,2.0,2.0,4.0,4.0,1.0,1960-01-01,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
541106b808ad6ee3090e753e,541106b808ad6ee3090e753e,dublin,,other,21.0,female,False,,,,,,,,,,,,,False,,,,,,,,,3.0,4.0,4.0,4.0,2.0,3.0,1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,1,1,0,1,0,0,1,0,0,0,1
541106b808ad6ee3090e7545,541106b808ad6ee3090e7545,dublin,,other,51.0,male,False,,,,,,,,,,,,,False,,,,,,,,,2.0,3.0,2.0,2.0,2.0,5.0,1960-01-01,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
541106b908ad6ee3090e754e,541106b908ad6ee3090e754e,dublin,,other,31.0,female,False,,,,,,,,,,,,,False,,,,,,,,,4.0,2.0,2.0,2.0,4.0,1.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,1
5411076e08ad6ee3090e7785,5411076e08ad6ee3090e7785,dublin,,other,31.0,male,False,,,,,,,,,,,,,False,,,,,,,,,4.0,3.0,3.0,2.0,3.0,2.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,1,0,0,1,1,0,1,0,0,0,0
5411076f08ad6ee3090e7799,5411076f08ad6ee3090e7799,dublin,,other,41.0,male,False,,,,,,,,,,,,,False,,,,,,,,,3.0,4.0,4.0,4.0,2.0,4.0,1970-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,0,0,0,0,1,0,0,0,0,0,0
5411077108ad6ee3090e77bd,5411077108ad6ee3090e77bd,dublin,,irish,31.0,male,False,,,,,,,,,,,,,False,,,,,,,,,3.0,3.0,3.0,2.0,3.0,4.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,raining_blood,0,1,1,0,0,0,1,0,0,0,0
5410f69508ad6ee3090e3898,5410f69508ad6ee3090e3898,dublin,,irish,51.0,female,False,,,,,,,,,,,,,False,,,,,,,,,2.0,4.0,2.0,3.0,2.0,1.0,1960-01-01,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,1,1,0,1,0,0,1,0,0,0,0
5410f69508ad6ee3090e38a2,5410f69508ad6ee3090e38a2,dublin,,other,31.0,female,False,,,,,,,,,,,,,False,,,,,,,,,4.0,1.0,2.0,1.0,3.0,2.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,raining_blood,1,1,0,1,0,0,1,0,0,1,1
5410f7b308ad6ee3090e3d0a,5410f7b308ad6ee3090e3d0a,dublin,,other,31.0,male,False,,,,,,,,,,,,,False,,,,,,,,,2.0,4.0,3.0,2.0,2.0,4.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
5410f7b408ad6ee3090e3d1d,5410f7b408ad6ee3090e3d1d,dublin,,other,31.0,female,False,,,,,,,,,,,,,False,,,,,,,,,4.0,2.0,2.0,2.0,3.0,2.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410f91208ad6ee3090e41ce,5410f91208ad6ee3090e41ce,dublin,,irish,21.0,female,False,,,,,,,,,,,,,False,,,,,,,,,4.0,3.0,3.0,4.0,3.0,1.0,1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,1
5410f95308ad6ee3090e42c8,5410f95308ad6ee3090e42c8,dublin,,irish,21.0,female,False,,,,,,,,,,,,,False,,,,,,,,,5.0,4.0,4.0,5.0,3.0,4.0,1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,0,1
5410f95408ad6ee3090e42d4,5410f95408ad6ee3090e42d4,dublin,,irish,21.0,female,False,,,,,,,,,,,,,False,,,,,,,,,3.0,4.0,2.0,3.0,3.0,4.0,1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,1,1,0,1,1,0,0,0,0,0,0
5410f9f908ad6ee3090e454f,5410f9f908ad6ee3090e454f,dublin,,other,31.0,female,False,,,,,,,,,,,,,False,,,,,,,,,1.0,4.0,3.0,2.0,2.0,4.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
5410fab008ad6ee3090e47ef,5410fab008ad6ee3090e47ef,dublin,,irish,31.0,male,False,,,,,,,,,,,,,False,,,,,,,,,2.0,2.0,3.0,1.0,2.0,1.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,0,0,0,1,0,0,0,0,0,0,0
5410fab108ad6ee3090e4803,5410fab108ad6ee3090e4803,dublin,,irish,31.0,female,False,,,,,,,,,,,,,False,,,,,,,,,4.0,3.0,3.0,2.0,3.0,3.0,1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,raining_blood,1,1,0,1,1,0,0,0,0,1,1
