,_id,metadata.location,answers.sex,answers.dob,answers.musical_background,answers.nationality,answers.visual_impairments,answers.musical_expertise,answers.hearing_impairments,answers.age,critical_reaction,control_activity,control_engagement,control_familiarity,control_chills,control_positivity,control_power,control_like_dislike,song_activity,song_engagement,song_familiarity,song_chills,song_positivity,song_power,song_like_dislike,control_chillsshiversthrills,control_tension,song_chillsshiversthrills,song_tension,control_inspired,control_wonder,control_spirituality,control_thrills,control_tenderness,control_nostalgia,control_goosebumps,control_overwhelmed,control_shivers,song_inspired,song_wonder,song_spirituality,song_thrills,song_tenderness,song_nostalgia,song_goosebumps,song_overwhelmed,song_shivers,control_transcendence,control_sadness,control_joyfulactivation,control_peacefulness,song_transcendence,song_sadness,song_joyfulactivation,song_peacefulness,metadata.language,answers.personality.trusting,answers.personality.artistic,answers.personality.imagination,answers.personality.reserved,answers.personality.outgoing,answers.personality.lazy,answers.personality.stress,answers.personality.nervous,answers.personality.fault,answers.personality.thorough,answers.concentration,song,answers.musicpref.pop,answers.musicpref.hiphop,answers.musicpref.jazz,answers.musicpref.traditional_irish,answers.musicpref.folk,answers.musicpref.none,answers.musicpref.classical,answers.musicpref.dance,answers.musicpref.world,answers.musicpref.rock,answers.musicpref.hip_hop
5410f9f908ad6ee3090e4557,5410f9f908ad6ee3090e4557,dublin,male,1980-01-01,,other,,,False,31.0,False,,,,,,,,3.0,1.0,4.0,,3.0,,1.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410fa6308ad6ee3090e46d1,5410fa6308ad6ee3090e46d1,dublin,female,1949-01-01,,irish,,,True,62.0,False,,,,,,,,3.0,5.0,2.0,1.0,5.0,,4.0,,,,3.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,1,0,0,1,1,1,1,0
5410fa6308ad6ee3090e46d9,5410fa6308ad6ee3090e46d9,dublin,male,2000-01-01,,irish,,,False,11.0,False,,,,,,,,1.0,1.0,5.0,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,3.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410fa6408ad6ee3090e46e0,5410fa6408ad6ee3090e46e0,dublin,female,1988-01-01,,irish,,,False,23.0,True,,,,,,,,2.0,4.0,5.0,1.0,3.0,,3.0,,,,2.0,,,,,,,,,,4.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,1
5410fa6408ad6ee3090e46ea,5410fa6408ad6ee3090e46ea,dublin,male,1999-01-01,,irish,,,False,12.0,True,,,,,,,,1.0,1.0,5.0,2.0,2.0,,5.0,,,,1.0,,,,,,,,,,4.0,4.0,4.0,1.0,5.0,4.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,0,1
5410fa8708ad6ee3090e475f,5410fa8708ad6ee3090e475f,dublin,male,1972-01-01,True,irish,,3,False,39.0,True,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410fa8708ad6ee3090e4768,5410fa8708ad6ee3090e4768,dublin,male,1985-01-01,True,irish,,3,False,26.0,False,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,raining_blood,0,0,1,1,0,0,1,0,1,1,0
5410fab008ad6ee3090e47ef,5410fab008ad6ee3090e47ef,dublin,male,1980-01-01,,irish,,,False,31.0,False,,,,,,,,1.0,3.0,1.0,,2.0,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410fab108ad6ee3090e47f5,5410fab108ad6ee3090e47f5,dublin,female,1980-01-01,,irish,,,False,31.0,False,,,,,,,,2.0,3.0,2.0,,3.0,,4.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,0,1,1
5410fab108ad6ee3090e4803,5410fab108ad6ee3090e4803,dublin,female,1980-01-01,,irish,,,False,31.0,False,,,,,,,,2.0,3.0,3.0,,3.0,,4.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,1,1,0,1,1
5410fb2d08ad6ee3090e49c0,5410fb2d08ad6ee3090e49c0,dublin,female,1991-01-01,,irish,,,False,20.0,False,,,,,,,,4.0,5.0,1.0,1.0,5.0,,5.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,0,0,1
5410fb2e08ad6ee3090e49c5,5410fb2e08ad6ee3090e49c5,dublin,female,2004-01-01,,irish,,,False,7.0,False,,,,,,,,3.0,1.0,1.0,3.0,3.0,,3.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,1,0,0
5410fb2e08ad6ee3090e49cb,5410fb2e08ad6ee3090e49cb,dublin,female,1980-01-01,,other,,,False,31.0,False,,,,,,,,3.0,4.0,3.0,1.0,4.0,,5.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,1,0,0,1,0
5410fb2e08ad6ee3090e49d0,5410fb2e08ad6ee3090e49d0,dublin,male,1989-01-01,,irish,,,False,22.0,False,,,,,,,,3.0,2.0,4.0,1.0,2.0,,2.0,,,,3.0,,,,,,,,,,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,1,0,0,1,0
5410fb2f08ad6ee3090e49d7,5410fb2f08ad6ee3090e49d7,dublin,female,1983-01-01,,other,,,False,28.0,True,,,,,,,,2.0,4.0,1.0,1.0,4.0,,5.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,1,0,0
5410fb2f08ad6ee3090e49da,5410fb2f08ad6ee3090e49da,dublin,female,1969-01-01,,other,,,False,42.0,False,,,,,,,,2.0,3.0,1.0,1.0,5.0,,5.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,1,1,0,1,0
5410fb2f08ad6ee3090e49dd,5410fb2f08ad6ee3090e49dd,dublin,female,1991-01-01,,irish,,,False,20.0,False,,,,,,,,1.0,1.0,2.0,1.0,2.0,,4.0,,,,3.0,,,,,,,,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410fba008ad6ee3090e4b6f,5410fba008ad6ee3090e4b6f,dublin,male,1985-01-01,,irish,,,False,26.0,True,,,,,,,,3.0,4.0,4.0,1.0,3.0,,4.0,,,,3.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,1,1,1
5410fba208ad6ee3090e4b92,5410fba208ad6ee3090e4b92,dublin,male,1982-01-01,,irish,,,True,29.0,False,,,,,,,,2.0,1.0,5.0,1.0,2.0,,3.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,1,0,0,0,0,1,1,0
5410fba308ad6ee3090e4baa,5410fba308ad6ee3090e4baa,dublin,female,1968-01-01,,irish,,,False,43.0,False,,,,,,,,1.0,1.0,4.0,5.0,1.0,,2.0,,,,3.0,,,,,,,,,,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410fbaf08ad6ee3090e4bd4,5410fbaf08ad6ee3090e4bd4,dublin,male,1989-01-01,True,other,,3,True,22.0,False,,,,,,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,3.0,,,1.0,1.0,,,,,,,,3.0,2.0,2.0,1.0,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,0
5410fc0508ad6ee3090e4cf2,5410fc0508ad6ee3090e4cf2,dublin,female,1960-01-01,,irish,,,True,51.0,False,,,,,,,,2.0,4.0,2.0,,3.0,,3.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,1,1,0,0,1,0,0,0,0
5410fc0608ad6ee3090e4cf9,5410fc0608ad6ee3090e4cf9,dublin,male,1990-01-01,,other,,,False,21.0,True,,,,,,,,3.0,5.0,1.0,,3.0,,4.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,0,0,0,1,0
5410fc0708ad6ee3090e4d14,5410fc0708ad6ee3090e4d14,dublin,male,1980-01-01,,irish,,,False,31.0,False,,,,,,,,3.0,2.0,1.0,,2.0,,2.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,1,1,1,1,1
5410fc0808ad6ee3090e4d26,5410fc0808ad6ee3090e4d26,dublin,female,1980-01-01,,other,,,False,31.0,False,,,,,,,,1.0,2.0,1.0,,1.0,,2.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410fc0908ad6ee3090e4d37,5410fc0908ad6ee3090e4d37,dublin,female,1990-01-01,,other,,,False,21.0,True,,,,,,,,2.0,4.0,3.0,,2.0,,3.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,1,1,1,0,1
5410fc0908ad6ee3090e4d40,5410fc0908ad6ee3090e4d40,dublin,male,1990-01-01,,irish,,,False,21.0,False,,,,,,,,1.0,1.0,5.0,,1.0,,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,1,0,0,0,0,0
5410fc6508ad6ee3090e4e98,5410fc6508ad6ee3090e4e98,dublin,female,1989-01-01,,irish,,,False,22.0,False,,,,,,,,1.0,1.0,1.0,1.0,4.0,,4.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,1,0,0,1,1
5410fcb708ad6ee3090e4fb2,5410fcb708ad6ee3090e4fb2,dublin,female,1970-01-01,,other,,,True,41.0,False,,,,,,,,4.0,5.0,1.0,,4.0,,4.0,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,0,0,1,1,0
5410fcb808ad6ee3090e4fbd,5410fcb808ad6ee3090e4fbd,dublin,male,1980-01-01,,irish,,,False,31.0,True,,,,,,,,2.0,2.0,5.0,,1.0,,1.0,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,1,0,0,0,1,0,0,1,0
5410fcba08ad6ee3090e4fe1,5410fcba08ad6ee3090e4fe1,dublin,male,1980-01-01,,other,,,False,31.0,False,,,,,,,,1.0,2.0,4.0,,2.0,,2.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,1,0,0,0,1,0,0,1,0
5410fd1808ad6ee3090e5150,5410fd1808ad6ee3090e5150,dublin,male,1979-01-01,,other,,,True,32.0,False,,,,,,,,2.0,3.0,1.0,1.0,2.0,,3.0,,,,2.0,,,,,,,,,,3.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,1,0,0,1,1
5410fd5c08ad6ee3090e5226,5410fd5c08ad6ee3090e5226,dublin,male,1980-01-01,,other,,,False,31.0,False,,,,,,,,2.0,2.0,4.0,,3.0,,3.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,1,1,1,1,1
5410fd5c08ad6ee3090e522c,5410fd5c08ad6ee3090e522c,dublin,male,1990-01-01,,other,,,False,21.0,False,,,,,,,,3.0,2.0,3.0,,2.0,,2.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,1,0,1,0
5410fda508ad6ee3090e533e,5410fda508ad6ee3090e533e,dublin,female,1970-01-01,,other,,,False,41.0,False,,,,,,,,2.0,4.0,1.0,,4.0,,5.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,1,0,0,1,0
5410fda608ad6ee3090e534d,5410fda608ad6ee3090e534d,dublin,male,1980-01-01,,irish,,,False,31.0,False,,,,,,,,2.0,3.0,4.0,,3.0,,4.0,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410fda708ad6ee3090e535c,5410fda708ad6ee3090e535c,dublin,male,1960-01-01,,other,,,True,51.0,True,,,,,,,,3.0,3.0,2.0,,2.0,,3.0,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,1,0,0,0,0,0,0,0,0
5410fe3b08ad6ee3090e558b,5410fe3b08ad6ee3090e558b,dublin,female,1990-01-01,,irish,,,False,21.0,False,,,,,,,,2.0,3.0,2.0,,4.0,,3.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5410fe3c08ad6ee3090e5598,5410fe3c08ad6ee3090e5598,dublin,female,1950-01-01,,irish,,,False,61.0,True,,,,,,,,1.0,1.0,5.0,,1.0,,1.0,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,1,0,0,1,0,0,0,0
5410fe3c08ad6ee3090e559f,5410fe3c08ad6ee3090e559f,dublin,female,1980-01-01,,irish,,,False,31.0,False,,,,,,,,2.0,3.0,3.0,,2.0,,2.0,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,0,1,0
5410fe3c08ad6ee3090e55a4,5410fe3c08ad6ee3090e55a4,dublin,male,1939-01-01,,irish,,,False,72.0,False,,,,,,,,5.0,5.0,4.0,,3.0,,3.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410fe8808ad6ee3090e56b5,5410fe8808ad6ee3090e56b5,dublin,female,1955-01-01,,irish,,,False,56.0,False,,,,,,,,2.0,2.0,1.0,1.0,3.0,,4.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,1,0,0,1,0,0,1,0
5410fea008ad6ee3090e5715,5410fea008ad6ee3090e5715,dublin,female,1947-01-01,False,other,,3,False,64.0,False,,,,,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,1,1,1,0,0
5410fec808ad6ee3090e579a,5410fec808ad6ee3090e579a,dublin,female,1980-01-01,,other,,,False,31.0,False,,,,,,,,3.0,2.0,2.0,,2.0,,2.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,0,0,1,1,1
5410fec908ad6ee3090e57a8,5410fec908ad6ee3090e57a8,dublin,male,1960-01-01,,irish,,,True,51.0,False,,,,,,,,3.0,4.0,4.0,,3.0,,4.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,1,0,0,1,0,0,0,0
5410ff1808ad6ee3090e58f7,5410ff1808ad6ee3090e58f7,dublin,male,1987-01-01,,other,,,False,24.0,True,,,,,,,,3.0,3.0,2.0,1.0,3.0,,3.0,,,,3.0,,,,,,,,,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,0
5410ff7208ad6ee3090e5a4f,5410ff7208ad6ee3090e5a4f,dublin,male,1977-01-01,,other,,,False,34.0,False,,,,,,,,1.0,2.0,2.0,2.0,4.0,,3.0,,,,1.0,,,,,,,,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,1,1,0
5410ff9108ad6ee3090e5acd,5410ff9108ad6ee3090e5acd,dublin,male,1977-01-01,False,irish,,2,False,34.0,False,,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,raining_blood,0,0,1,0,0,0,1,1,1,1,0
5410ffd808ad6ee3090e5b8c,5410ffd808ad6ee3090e5b8c,dublin,male,2000-01-01,True,irish,,3,False,11.0,True,,,,,,,,2.0,3.0,3.0,,2.0,,2.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5410ffd908ad6ee3090e5b94,5410ffd908ad6ee3090e5b94,dublin,female,1975-01-01,False,other,,1,False,36.0,False,,,,,,,,4.0,4.0,1.0,,3.0,,3.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,0
5410ffdb08ad6ee3090e5bb4,5410ffdb08ad6ee3090e5bb4,dublin,male,2000-01-01,True,irish,,3,False,11.0,False,,,,,,,,5.0,4.0,2.0,,3.0,,4.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5411000a08ad6ee3090e5c61,5411000a08ad6ee3090e5c61,dublin,male,1996-01-01,,irish,,,False,15.0,False,,,,,,,,3.0,4.0,2.0,1.0,3.0,,4.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5411000a08ad6ee3090e5c63,5411000a08ad6ee3090e5c63,dublin,female,1990-01-01,,irish,,,False,21.0,True,,,,,,,,4.0,5.0,1.0,1.0,4.0,,5.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,1,1,0,0,1
5411000b08ad6ee3090e5c6c,5411000b08ad6ee3090e5c6c,dublin,female,1980-01-01,,irish,,,False,31.0,False,,,,,,,,3.0,4.0,1.0,1.0,3.0,,4.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5411000b08ad6ee3090e5c6e,5411000b08ad6ee3090e5c6e,dublin,female,1947-01-01,,irish,,,False,64.0,True,,,,,,,,2.0,4.0,2.0,2.0,3.0,,4.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,1,0,0,0,0
5411000c08ad6ee3090e5c85,5411000c08ad6ee3090e5c85,dublin,male,1990-01-01,,other,,,False,21.0,False,,,,,,,,4.0,4.0,2.0,1.0,3.0,,4.0,,,,3.0,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,1,0,0,1,0
5411002a08ad6ee3090e5cef,5411002a08ad6ee3090e5cef,dublin,female,1987-01-01,False,other,,3,False,24.0,False,,,,,,,,,,,,,2.0,,,,,4.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,0
5411002b08ad6ee3090e5cff,5411002b08ad6ee3090e5cff,dublin,female,1990-01-01,True,other,,4,False,21.0,False,,,,,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,1,0,0,0,0
5411002c08ad6ee3090e5d08,5411002c08ad6ee3090e5d08,dublin,female,1986-01-01,True,irish,,3,False,25.0,False,,,,,,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,0
5411005f08ad6ee3090e5db1,5411005f08ad6ee3090e5db1,dublin,female,1962-01-01,False,irish,,3,False,49.0,False,,,,,,,,4.0,3.0,4.0,,2.0,,4.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,0,0
5411005f08ad6ee3090e5db7,5411005f08ad6ee3090e5db7,dublin,male,1986-01-01,False,other,,2,False,25.0,False,,,,,,,,4.0,2.0,4.0,,3.0,,2.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,0,0,0,0,0,0,0,1,0
5411006008ad6ee3090e5dc9,5411006008ad6ee3090e5dc9,dublin,female,1981-01-01,False,irish,,3,False,30.0,True,,,,,,,,4.0,3.0,4.0,,3.0,,3.0,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,1,0,1,1,1
5411008708ad6ee3090e5e6a,5411008708ad6ee3090e5e6a,dublin,male,1986-01-01,,irish,,,False,25.0,False,,,,,,,,5.0,5.0,3.0,1.0,5.0,,5.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,1,0,0,1,0
5411008708ad6ee3090e5e6c,5411008708ad6ee3090e5e6c,dublin,male,1969-01-01,,british,,,False,42.0,False,,,,,,,,3.0,4.0,1.0,1.0,4.0,,5.0,,,,3.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,1,0,0,0,0,0,1,0
541100bc08ad6ee3090e5f2b,541100bc08ad6ee3090e5f2b,dublin,female,1958-01-01,False,irish,,3,False,53.0,False,,,,,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,raining_blood,1,0,1,1,0,0,1,1,0,0,0
541100bd08ad6ee3090e5f38,541100bd08ad6ee3090e5f38,dublin,male,1975-01-01,False,irish,,2,True,36.0,True,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,1,1,0
541100f808ad6ee3090e5ff4,541100f808ad6ee3090e5ff4,dublin,female,1997-01-01,True,irish,,3,False,14.0,False,,,,,,,,2.0,3.0,1.0,,4.0,,4.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,1,0,0,1
541100f808ad6ee3090e5ff9,541100f808ad6ee3090e5ff9,dublin,female,1992-01-01,False,other,,2,True,19.0,False,,,,,,,,2.0,4.0,1.0,,3.0,,3.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,0,1,0
541100fa08ad6ee3090e6018,541100fa08ad6ee3090e6018,dublin,male,1935-01-01,False,irish,,4,True,76.0,True,,,,,,,,2.0,1.0,1.0,,1.0,,3.0,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,1,0,0,0,0
5411012808ad6ee3090e60b4,5411012808ad6ee3090e60b4,dublin,female,1989-01-01,False,other,,2,False,22.0,False,,,,,,,,,,,,,5.0,,,,,2.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,raining_blood,1,0,1,0,0,0,1,1,1,1,1
5411012908ad6ee3090e60c6,5411012908ad6ee3090e60c6,dublin,male,1984-01-01,False,irish,,3,False,27.0,False,,,,,,,,,,,,,4.0,,,,,3.0,,,,,,,,,,,4.0,,,1.0,1.0,,,,,,,,2.0,2.0,4.0,1.0,,,,,,,,,,,,,raining_blood,0,0,0,1,0,0,1,0,0,1,0
5411012a08ad6ee3090e60da,5411012a08ad6ee3090e60da,dublin,female,1988-01-01,False,irish,,2,False,23.0,False,,,,,,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,1,1,0,1,1
5411015508ad6ee3090e6162,5411015508ad6ee3090e6162,dublin,female,1960-01-01,False,irish,,2,False,51.0,True,,,,,,,,2.0,3.0,1.0,,5.0,,5.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,0,0,1,0,0,0,1,0,0,0,0
5411015708ad6ee3090e6179,5411015708ad6ee3090e6179,dublin,male,1986-01-01,True,irish,,3,False,25.0,False,,,,,,,,4.0,2.0,2.0,,2.0,,3.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,1,1,0,0,1,1,1,1,1
5411015708ad6ee3090e6181,5411015708ad6ee3090e6181,dublin,female,1977-01-01,False,other,,2,False,34.0,False,,,,,,,,2.0,1.0,1.0,,1.0,,1.0,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raining_blood,1,0,0,0,0,0,0,0,1,0,0
